,AllIndustries,AgricultureForestryFishingAndHunting,MiningQuarryingAndOilAndGasExtraction,Construction,HealthCareAndSocialAssistance,STATEFP,COUNTYFP
557,12325,2.49,0.22,12.02,10.62,16,013
558,2947,3.22,2.14,10.65,10.59,16,015
559,18299,2.04,0.8,10.85,11.72,16,017
560,51226,2.64,0.36,7.57,15.03,16,019
561,4670,8.67,0.32,5.89,10.77,16,021
562,951,12.41,0.0,5.99,11.78,16,023
563,493,13.59,2.03,9.33,8.72,16,025
564,96436,4.15,0.36,10.06,12.89,16,027
565,2983,12.64,7.48,10.86,12.1,16,029
566,10141,19.0,0.19,5.3,9.97,16,031
567,409,57.21,1.71,7.82,1.22,16,033
568,2842,10.45,0.67,8.41,20.16,16,035
569,1482,14.51,3.17,13.29,11.2,16,037
570,9539,7.94,0.35,8.34,8.88,16,039
571,5915,8.64,1.56,8.11,11.9,16,041
572,5356,6.5,1.74,10.49,8.2,16,043
573,7233,5.06,0.5,11.65,13.78,16,045
574,6984,21.31,0.11,8.49,7.17,16,047
575,6214,10.83,1.08,10.54,14.26,16,049
576,12917,9.17,0.42,9.55,10.55,16,051
577,11055,20.71,0.52,3.58,11.0,16,053
578,73191,1.21,0.64,9.42,14.1,16,055
579,20190,5.08,0.1,4.61,11.12,16,057
580,3194,11.8,3.04,7.17,13.21,16,059
581,1454,13.07,0.0,7.77,16.09,16,061
582,2559,24.03,0.27,8.99,11.14,16,063
583,18393,4.02,0.38,5.71,9.35,16,065
584,9547,16.03,0.0,3.77,9.27,16,067
585,19215,3.65,0.59,5.21,14.92,16,069
586,1725,7.48,3.13,5.28,16.7,16,071
587,5168,24.86,0.23,8.07,6.68,16,073
588,9876,9.5,0.51,7.12,12.9,16,075
589,3304,16.31,1.85,7.02,10.93,16,077
590,5025,1.65,8.82,10.61,12.1,16,079
591,5930,0.93,0.07,18.11,9.36,16,081
592,40237,7.7,0.16,6.2,14.87,16,083
593,4714,0.76,0.59,15.99,6.79,16,085
594,4104,10.72,0.78,8.31,14.38,16,087
595,32677,2.01,0.46,5.39,17.47,17,001
596,2102,0.76,0.19,5.42,19.17,17,003
597,7417,3.47,0.36,7.12,13.2,17,005
598,25777,2.41,0.05,6.61,10.47,17,007
599,2423,6.07,0.21,7.06,12.05,17,009
600,15890,5.53,0.54,5.68,14.86,17,011
601,1996,6.56,0.0,10.77,18.04,17,013
602,6570,7.08,0.4,5.91,13.58,17,015
603,5978,6.93,0.23,5.27,11.66,17,017
604,103206,1.12,0.02,3.43,13.46,17,019
605,14704,4.2,0.79,6.06,17.98,17,021
606,7572,4.6,1.45,6.18,13.22,17,023
607,6030,4.79,2.44,5.77,17.2,17,025
608,18656,4.59,0.4,9.01,17.06,17,027
609,24994,2.5,0.07,4.93,15.44,17,029
610,2567330,0.13,0.05,4.67,13.75,17,031
611,7645,3.15,1.39,6.67,14.22,17,033
612,5396,3.34,0.46,7.3,16.64,17,035
613,53520,2.13,0.17,5.37,11.82,17,037
614,7926,3.42,0.0,7.7,10.16,17,039
615,9522,4.56,0.24,7.7,11.8,17,041
616,491547,0.18,0.05,4.92,12.17,17,043
617,8218,7.74,0.16,5.1,15.69,17,045
618,2929,8.13,4.37,5.7,11.95,17,047
619,17279,3.67,0.17,7.37,16.06,17,049
620,8760,6.12,0.99,6.27,17.61,17,051
621,6306,7.45,0.16,6.14,14.24,17,053
622,15804,1.77,4.21,5.76,16.41,17,055
623,15016,3.44,0.23,6.2,19.76,17,057
624,2124,6.26,2.54,7.49,16.2,17,059
625,6153,5.93,0.28,7.54,17.08,17,061
626,25357,0.84,0.58,9.99,11.96,17,063
627,3559,10.14,10.93,3.23,16.47,17,065
628,8133,7.07,0.42,6.48,16.22,17,067
629,1310,6.79,12.82,4.96,28.02,17,069
630,3294,7.16,0.06,8.17,12.08,17,071
631,22995,3.48,0.07,8.15,11.38,17,073
632,12897,7.27,0.17,7.08,16.48,17,075
633,24955,1.81,0.62,4.54,16.3,17,077
634,4392,7.92,0.73,5.42,11.66,17,079
635,16090,1.75,0.66,5.7,17.89,17,081
636,10401,4.33,0.57,6.36,16.85,17,083
637,10689,5.21,0.49,8.02,11.83,17,085
638,3814,2.67,0.42,5.01,22.13,17,087
639,268488,0.45,0.07,6.81,10.76,17,089
640,50949,1.51,0.08,5.57,16.67,17,091
641,65645,0.85,0.11,7.13,12.08,17,093
642,21091,2.62,0.02,5.51,16.42,17,095
643,351926,0.27,0.02,5.01,11.14,17,097
644,52003,2.39,1.25,6.31,14.2,17,099
645,6166,3.37,3.41,7.12,17.74,17,101
646,15438,3.04,0.14,4.54,16.06,17,103
647,15981,5.86,0.25,6.05,15.86,17,105
648,12426,4.12,0.31,6.43,14.6,17,107
649,13558,3.75,0.29,4.27,11.72,17,109
650,164564,0.8,0.05,7.31,11.11,17,111
651,88705,1.0,0.02,4.16,12.23,17,113
652,46487,1.98,0.03,5.21,14.91,17,115
653,20551,4.04,0.26,7.64,14.82,17,117
654,127273,0.6,0.21,5.88,14.81,17,119
655,16244,1.72,0.39,4.0,19.85,17,121
656,5338,4.18,0.13,6.37,13.69,17,123
657,6339,7.13,0.39,7.73,15.02,17,125
658,5636,2.45,0.59,6.8,14.85,17,127
659,6223,3.58,1.25,7.38,19.04,17,129
660,7531,4.24,0.09,10.68,14.09,17,131
661,18127,1.73,0.2,6.9,15.96,17,133
662,11571,4.82,1.06,7.2,17.73,17,135
663,15573,3.94,0.0,5.07,16.39,17,137
664,7045,3.95,0.0,9.98,12.87,17,139
665,25032,3.34,0.12,6.28,13.0,17,141
666,81821,0.99,0.01,4.61,19.58,17,143
667,8126,2.79,3.42,6.4,16.26,17,145
668,8268,4.04,0.22,8.21,13.32,17,147
669,6815,8.79,0.85,6.84,14.94,17,149
670,1138,4.13,3.25,12.65,14.32,17,151
671,1830,4.86,1.31,8.96,21.75,17,153
672,2906,2.79,1.0,5.51,13.08,17,155
673,13190,2.28,2.12,6.32,14.73,17,157
674,7165,4.19,1.42,5.53,15.92,17,159
675,67890,0.83,0.16,6.19,13.28,17,161
676,120965,0.5,0.24,5.44,14.49,17,163
677,9902,3.01,6.16,6.08,18.32,17,165
678,94128,1.21,0.19,4.8,17.73,17,167
679,2893,7.16,0.0,4.08,15.38,17,169
680,2311,7.18,0.35,5.28,17.57,17,171
681,10426,4.99,0.18,7.55,17.48,17,173
682,2479,7.58,0.08,9.64,13.59,17,175
683,20922,4.8,0.05,6.4,15.63,17,177
684,62800,1.54,0.11,6.12,16.77,17,179
685,6962,3.29,0.9,7.24,21.95,17,181
686,31285,2.22,0.04,5.42,16.83,17,183
687,5412,2.68,3.82,6.15,17.94,17,185
688,7948,5.3,0.11,3.43,16.47,17,187
689,7110,6.85,1.95,5.57,12.48,17,189
690,7370,7.03,3.0,4.22,17.25,17,191
691,5939,4.73,8.15,4.88,14.85,17,193
692,26264,2.69,0.17,4.77,16.39,17,195
693,351095,0.37,0.06,6.69,13.2,17,197
694,28866,0.61,1.8,5.33,17.79,17,199
695,132720,0.44,0.04,5.49,15.13,17,201
696,18653,2.61,0.17,6.66,13.48,17,203
697,15495,2.85,0.3,8.91,12.23,18,001
698,182422,0.43,0.04,5.62,15.31,18,003
699,40151,0.51,0.06,5.12,12.66,18,005
700,4177,8.4,0.24,6.58,6.97,18,007
701,5194,2.19,0.06,3.79,13.38,18,009
702,34202,1.28,0.0,6.3,14.47,18,011
703,7042,0.91,0.0,11.52,11.83,18,013
704,9367,3.91,0.0,8.44,11.95,18,015
705,17738,1.73,0.17,6.64,15.41,18,017
706,58218,0.37,0.09,6.14,14.47,18,019
707,12009,1.26,1.46,6.33,13.44,18,021
708,15183,3.02,0.12,6.3,12.67,18,023
709,4247,0.26,3.32,7.84,15.47,18,025
710,14545,5.07,1.49,11.25,11.38,18,027
711,24757,0.62,0.07,8.99,12.53,18,029
712,13247,4.27,0.26,5.76,10.66,18,031
713,21541,1.67,0.06,6.49,11.09,18,033
714,52763,0.84,0.06,5.38,16.46,18,035
715,22529,3.22,0.75,6.3,13.32,18,037
716,97025,0.9,0.03,4.73,10.22,18,039
717,10070,0.74,0.0,6.09,21.93,18,041
718,38812,0.31,0.05,6.78,15.05,18,043
719,7601,2.83,0.58,5.62,9.79,18,045
720,11301,2.23,0.69,6.51,13.41,18,047
721,9330,3.72,0.0,6.06,10.44,18,049
722,16591,2.12,2.63,5.97,11.22,18,051
723,29082,1.21,0.04,3.81,16.37,18,053
724,14333,1.77,2.74,8.18,13.38,18,055
725,172742,0.51,0.05,4.38,13.94,18,057
726,39099,1.18,0.17,9.21,13.83,18,059
727,17546,0.42,0.34,8.58,16.44,18,061
728,86609,0.4,0.02,5.75,14.65,18,063
729,19851,1.55,0.26,7.19,17.97,18,065
730,37078,0.84,0.13,4.1,14.3,18,067
731,18586,2.23,0.08,5.95,13.51,18,069
732,20694,3.24,0.14,6.51,11.0,18,071
733,15558,4.74,0.12,10.53,13.5,18,073
734,9616,5.94,0.38,7.51,12.78,18,075
735,14357,1.34,0.03,6.41,14.84,18,077
736,13854,1.98,0.55,7.42,13.67,18,079
737,78779,0.55,0.04,6.48,14.57,18,081
738,18220,3.42,3.72,3.96,15.76,18,083
739,39704,2.39,0.1,5.33,9.85,18,085
740,16834,3.45,0.0,6.68,5.06,18,087
741,219897,0.24,0.07,6.74,15.44,18,089
742,47646,1.12,0.03,6.63,14.39,18,091
743,20914,1.12,0.73,7.12,15.24,18,093
744,57537,0.97,0.08,6.1,17.36,18,095
745,464897,0.15,0.04,5.65,14.1,18,097
746,21088,2.0,0.07,6.33,9.53,18,099
747,4705,3.06,1.17,4.46,13.33,18,101
748,15293,1.99,0.12,6.72,13.65,18,103
749,73499,0.33,0.09,4.2,12.28,18,105
750,18944,1.9,0.06,6.97,9.4,18,107
751,33408,0.84,0.11,9.8,12.49,18,109
752,6139,5.86,0.13,5.6,9.06,18,111
753,22957,2.04,0.18,4.79,9.68,18,113
754,2932,0.68,0.75,5.18,12.48,18,115
755,8706,2.91,0.42,9.56,10.41,18,117
756,9683,1.76,1.56,12.34,12.61,18,119
757,6623,4.82,0.17,6.61,9.5,18,121
758,8372,1.35,0.44,6.21,14.26,18,123
759,5650,2.25,3.63,5.72,12.81,18,125
760,79993,0.56,0.05,7.38,14.77,18,127
761,12401,2.1,0.61,6.7,13.13,18,129
762,5450,6.35,0.42,6.29,13.96,18,131
763,16558,1.83,0.51,7.8,11.34,18,133
764,11372,6.75,0.3,7.16,13.16,18,135
765,13966,1.78,0.36,8.89,11.74,18,137
766,7563,3.93,0.0,8.17,12.88,18,139
767,128744,0.37,0.05,4.78,15.02,18,141
768,10135,3.44,0.27,4.79,14.14,18,143
769,22227,2.31,0.14,8.94,13.36,18,145
770,9938,4.8,0.97,7.66,11.1,18,147
771,9751,1.69,0.16,8.79,14.33,18,149
772,17584,1.34,0.36,5.21,9.36,18,151
773,8591,2.72,4.14,7.76,16.42,18,153
774,4519,2.24,0.24,8.79,9.52,18,155
775,96929,1.04,0.01,4.59,10.95,18,157
776,7530,5.55,0.0,5.58,12.06,18,159
777,3395,2.18,0.0,3.62,12.93,18,161
778,88298,0.56,0.16,5.46,15.41,18,163
779,6771,2.85,0.0,5.14,13.28,18,165
780,48625,0.63,0.36,4.61,16.28,18,167
781,14712,3.67,0.31,4.83,14.6,18,169
782,3974,6.11,0.0,8.96,12.51,18,171
783,31695,0.79,0.93,6.77,16.42,18,173
784,12238,4.22,0.09,9.27,12.58,18,175
785,30108,1.33,0.04,4.94,18.28,18,177
786,13966,2.7,0.4,6.07,15.07,18,179
787,11283,5.73,0.33,6.99,11.05,18,181
788,17204,1.84,0.09,7.58,14.32,18,183
789,3506,8.78,1.37,9.16,10.87,19,001
790,1674,12.96,0.24,4.18,19.95,19,003
791,6752,9.11,1.04,9.82,17.45,19,005
792,5263,5.93,0.48,6.31,12.07,19,007
793,2906,14.32,0.28,8.98,18.41,19,009
794,13269,4.57,0.06,9.09,13.84,19,011
795,69185,1.31,0.08,5.02,14.46,19,013
796,14064,3.95,0.09,6.5,15.98,19,015
797,13158,3.28,0.17,5.56,14.8,19,017
798,10518,7.22,0.09,7.93,16.05,19,019
799,10343,6.82,0.09,4.29,11.08,19,021
800,7202,7.12,0.44,7.62,14.65,19,023
801,4314,11.01,0.09,6.05,18.47,19,025
802,10628,8.0,0.07,5.63,16.9,19,027
803,6370,8.18,0.55,8.05,15.42,19,029
804,9634,6.31,0.43,9.04,16.01,19,031
805,22181,2.5,0.22,7.94,17.0,19,033
806,5822,9.46,0.03,7.11,15.24,19,035
807,6519,8.71,0.4,6.69,14.11,19,037
808,4615,4.36,0.22,5.55,12.57,19,039
809,8111,6.0,0.12,6.95,13.6,19,041
810,9087,9.76,1.32,7.64,14.05,19,043
811,22152,2.66,0.24,8.76,14.7,19,045
812,7824,6.75,0.13,6.81,13.1,19,047
813,47496,1.55,0.0,4.71,14.79,19,049
814,4202,10.78,0.0,9.26,11.85,19,051
815,3666,6.71,0.08,8.1,10.34,19,053
816,9258,11.08,0.37,5.99,13.94,19,055
817,19045,1.49,0.09,6.81,13.13,19,057
818,9204,4.16,0.0,10.15,14.42,19,059
819,50533,1.83,0.04,5.42,14.55,19,061
820,4721,8.35,0.0,10.1,15.29,19,063
821,9796,8.34,0.27,6.99,15.31,19,065
822,7857,7.88,0.06,5.97,13.85,19,067
823,4965,10.07,0.2,7.63,12.79,19,069
824,3262,10.82,0.09,4.54,16.89,19,071
825,4540,10.84,0.0,5.02,15.73,19,073
826,6219,7.2,0.21,9.6,14.2,19,075
827,5326,6.76,0.02,8.56,15.08,19,077
828,7348,9.27,0.23,6.85,10.7,19,079
829,5647,11.0,0.39,3.58,11.65,19,081
830,8491,10.74,0.57,8.19,15.29,19,083
831,7292,5.87,0.23,10.59,16.73,19,085
832,9264,4.56,0.37,6.29,14.78,19,087
833,4728,8.61,0.0,6.85,17.7,19,089
834,4656,10.03,0.75,5.54,13.94,19,091
835,3452,9.13,0.49,6.2,16.92,19,093
836,8516,6.54,0.18,8.71,16.39,19,095
837,9547,5.58,0.43,8.33,13.1,19,097
838,18027,3.7,0.25,5.18,14.12,19,099
839,9052,3.79,0.0,5.84,14.44,19,101
840,84129,1.08,0.05,4.38,21.17,19,103
841,9850,5.81,0.34,6.76,13.2,19,105
842,4856,10.96,0.33,7.95,13.82,19,107
843,7322,10.11,0.03,8.33,13.97,19,109
844,15554,2.51,0.42,7.01,15.01,19,111
845,118971,1.01,0.03,6.07,14.36,19,113
846,5621,6.96,0.27,7.77,12.08,19,115
847,4113,6.64,0.0,4.84,12.11,19,117
848,6076,14.85,0.03,7.16,14.2,19,119
849,8446,5.06,0.08,12.04,10.08,19,121
850,11050,5.35,0.09,6.42,14.19,19,123
851,16911,2.79,0.38,5.84,15.3,19,125
852,18901,3.27,0.18,7.15,14.31,19,127
853,7404,3.07,0.26,7.91,17.19,19,129
854,5392,9.57,0.54,8.09,18.43,19,131
855,4314,9.25,0.49,7.53,15.48,19,133
856,3785,6.47,0.0,5.13,14.29,19,135
857,4867,6.8,0.08,6.08,19.07,19,137
858,21555,2.71,0.4,6.05,11.32,19,139
859,7224,9.44,0.0,5.9,17.97,19,141
860,3109,16.31,0.0,6.4,15.63,19,143
861,6982,5.54,0.0,5.2,16.47,19,145
862,4581,9.98,0.35,5.06,15.63,19,147
863,13367,8.73,0.16,5.18,15.45,19,149
864,3322,12.7,0.21,5.63,12.25,19,151
865,257032,1.04,0.03,6.21,13.45,19,153
866,47210,1.9,0.11,7.9,14.63,19,155
867,9602,4.85,0.16,6.47,9.8,19,157
868,2203,14.03,0.09,9.35,18.38,19,159
869,5024,11.92,0.36,5.73,16.32,19,161
870,84565,0.93,0.08,6.49,13.64,19,163
871,6197,10.59,0.05,7.34,16.7,19,165
872,18732,9.39,0.2,6.93,13.14,19,167
873,51453,2.45,0.07,4.34,11.56,19,169
874,8459,7.29,0.13,6.5,12.18,19,171
875,2982,11.44,0.1,5.5,16.7,19,173
876,6143,4.67,0.21,2.41,14.9,19,175
877,3051,6.52,0.52,9.08,12.85,19,177
878,16377,1.51,0.53,7.0,15.8,19,179
879,26361,1.67,0.21,8.07,11.55,19,181
880,11307,5.92,0.13,9.68,16.11,19,183
881,2799,7.36,0.86,10.47,14.83,19,185
882,16772,4.36,0.21,6.9,15.09,19,187
883,5477,5.97,0.0,4.75,11.74,19,189
884,11678,7.79,0.61,7.69,11.44,19,191
885,51942,2.1,0.03,7.32,13.29,19,193
886,3889,4.45,0.95,7.97,12.06,19,195
887,5738,11.17,0.44,5.04,13.47,19,197
888,5873,3.39,1.79,5.65,13.57,20,001
889,3368,8.76,2.82,8.58,15.59,20,003
890,7792,4.27,0.12,5.8,12.99,20,005
891,2127,10.95,7.71,5.74,16.83,20,007
892,13276,5.07,3.56,7.06,14.06,20,009
893,6412,3.23,1.42,6.35,15.6,20,011
894,4575,10.73,0.02,6.49,15.76,20,013
895,31016,1.78,0.53,8.01,14.34,20,015
896,1111,7.65,1.53,6.93,12.69,20,017
897,1364,9.31,7.26,11.22,19.94,20,019
898,8566,3.0,0.44,6.96,15.01,20,021
899,1269,16.78,1.1,5.44,17.34,20,023
900,988,15.99,1.72,2.83,13.36,20,025
901,3848,10.21,0.39,9.69,10.32,20,027
902,4377,5.21,0.0,7.52,16.47,20,029
903,4126,3.61,2.01,7.95,13.18,20,031
904,925,17.08,4.22,10.59,14.38,20,033
905,15488,3.18,0.86,4.6,13.91,20,035
906,18488,2.58,0.42,6.64,17.05,20,037
907,1387,22.13,2.38,3.97,15.65,20,039
908,8958,6.45,0.16,6.31,14.52,20,041
909,3841,7.91,0.16,6.35,16.79,20,043
910,68190,0.88,0.12,4.15,11.59,20,045
911,1416,15.61,0.49,7.06,13.84,20,047
912,967,5.79,3.72,4.96,17.99,20,049
913,16115,3.2,2.52,5.77,14.8,20,051
914,2686,6.44,3.61,6.11,19.14,20,053
915,18616,6.03,1.28,7.06,11.62,20,055
916,16617,5.09,0.23,6.9,9.04,20,057
917,12732,1.35,1.04,8.57,13.58,20,059
918,12001,0.72,0.12,4.75,12.88,20,061
919,1288,18.32,1.01,8.07,14.21,20,063
920,1229,11.07,4.31,9.19,16.6,20,065
921,3438,17.25,8.96,5.76,12.45,20,067
922,3158,20.71,0.41,6.59,11.21,20,069
923,583,21.96,0.0,7.03,18.87,20,071
924,2875,10.12,4.97,8.1,14.78,20,073
925,1231,26.81,0.49,6.09,11.13,20,075
926,2371,8.56,2.66,10.04,15.86,20,077
927,17037,2.07,0.21,5.43,19.09,20,079
928,1916,27.56,0.78,7.62,7.88,20,081
929,989,22.75,0.81,3.74,15.77,20,083
930,6081,4.29,0.02,10.57,11.68,20,085
931,9450,3.04,0.11,10.84,12.35,20,087
932,1220,18.85,0.0,5.74,12.54,20,089
933,322681,0.33,0.09,4.97,14.16,20,091
934,1659,23.63,3.13,5.55,9.34,20,093
935,3576,10.18,2.57,8.75,11.8,20,095
936,1212,13.53,2.72,7.18,10.97,20,097
937,9518,2.97,0.64,4.61,21.18,20,099
938,864,26.62,0.0,9.26,11.81,20,101
939,35647,1.21,0.19,7.57,14.9,20,103
940,1440,13.19,0.21,11.39,15.97,20,105
941,4302,3.46,2.93,15.34,12.83,20,107
942,1425,16.14,1.54,7.02,12.84,20,109
943,17330,2.06,0.33,5.46,13.24,20,111
944,14832,4.15,0.9,5.56,14.29,20,113
945,5726,8.26,0.4,7.09,13.8,20,115
946,4854,8.06,0.68,6.26,13.12,20,117
947,2103,18.83,2.0,10.89,16.17,20,119
948,16663,2.5,0.59,10.54,15.81,20,121
949,2728,9.9,0.0,7.7,16.02,20,123
950,14494,1.44,1.57,4.64,16.94,20,125
951,2719,8.75,1.1,7.98,14.27,20,127
952,1150,19.04,1.83,8.61,10.17,20,129
953,5292,9.83,0.0,4.72,17.57,20,131
954,7207,4.16,1.29,6.08,16.48,20,133
955,1389,14.04,12.17,5.18,16.56,20,135
956,2350,7.7,2.09,8.21,18.81,20,137
957,7406,2.48,0.38,9.45,14.66,20,139
958,1751,10.28,0.97,4.28,17.48,20,141
959,2927,8.75,0.17,7.72,17.53,20,143
960,2694,8.69,1.3,5.64,30.96,20,145
961,2621,12.4,1.18,7.63,17.44,20,147
962,11216,3.42,0.12,9.4,14.04,20,149
963,4493,7.77,5.63,7.23,12.84,20,151
964,1255,22.95,0.24,5.9,16.02,20,153
965,29344,3.24,0.72,6.16,14.96,20,155
966,2264,17.45,0.57,5.43,16.08,20,157
967,4715,8.55,3.2,7.0,13.38,20,159
968,36374,1.63,0.18,5.51,9.69,20,161
969,2465,10.39,5.52,7.1,15.17,20,163
970,1436,8.64,3.41,9.12,16.57,20,165
971,3135,6.63,2.58,2.97,18.76,20,167
972,27568,1.59,0.2,5.56,14.53,20,169
973,2502,25.9,0.52,5.36,13.11,20,171
974,249591,0.51,0.35,6.61,13.76,20,173
975,10870,6.0,5.32,7.53,9.6,20,175
976,85691,0.44,0.15,6.36,16.08,20,177
977,1308,24.54,0.38,7.87,12.61,20,179
978,2931,9.66,0.61,8.53,10.37,20,181
979,1745,18.11,0.17,6.48,13.58,20,183
980,2017,15.22,1.59,6.3,15.37,20,185
981,917,33.7,2.07,4.47,8.83,20,187
982,2493,17.29,2.37,6.82,11.23,20,189
983,10559,5.01,0.46,6.23,14.54,20,191
984,4232,9.33,0.47,5.2,16.19,20,193
985,1603,7.42,3.56,10.85,15.6,20,195
986,3379,5.86,0.38,12.22,12.22,20,197
987,772,27.2,0.0,5.05,13.34,20,199
988,2637,20.4,0.27,6.14,17.14,20,201
989,1119,24.84,0.0,3.57,14.83,20,203
990,3993,6.24,1.8,6.66,18.16,20,205
991,1340,12.76,2.46,4.18,13.13,20,207
992,76548,0.41,0.03,10.35,11.81,20,209
993,7857,2.9,0.78,8.23,14.78,21,001
994,8744,4.84,0.22,7.9,13.3,21,003
995,10461,1.33,0.2,6.71,10.22,21,005
996,3319,2.86,0.42,11.48,18.77,21,007
997,18598,3.62,0.33,6.25,12.39,21,009
998,4895,3.41,0.55,7.5,12.16,21,011
999,7569,2.21,3.92,4.54,16.82,21,013
1000,67668,0.26,0.14,5.1,12.06,21,015
1001,9284,10.65,0.0,5.78,12.51,21,017
1002,18345,0.45,0.08,5.2,20.03,21,019
1003,12253,1.93,0.28,4.86,14.93,21,021
1004,3665,2.07,0.79,11.9,9.77,21,023
1005,3911,0.79,2.53,8.36,18.46,21,025
1006,7714,4.16,0.09,11.33,11.33,21,027
1007,40256,0.68,0.08,6.95,11.86,21,029
1008,5179,2.7,1.1,11.24,11.72,21,031
1009,5238,1.81,2.63,2.69,13.38,21,033
1010,18318,1.47,0.2,5.51,11.57,21,035
1011,46997,0.46,0.06,5.99,14.17,21,037
1012,1865,5.09,0.0,10.08,11.69,21,039
1013,4458,3.14,0.29,7.27,6.66,21,041
1014,8723,3.08,0.34,7.16,15.1,21,043
1015,5659,4.61,0.0,8.91,15.39,21,045
1016,23554,2.09,0.45,5.2,13.14,21,047
1017,16357,1.43,0.06,6.54,13.76,21,049
1018,5509,1.14,1.87,6.66,12.8,21,051
1019,3635,3.88,2.53,3.99,14.06,21,053
1020,3704,2.35,6.05,6.72,14.93,21,055
1021,2587,3.94,0.66,6.69,13.49,21,057
1022,45985,1.19,0.41,6.43,16.27,21,059
1023,4615,0.87,0.0,14.13,13.22,21,061
1024,1711,0.58,0.06,9.23,23.79,21,063
1025,4831,1.22,0.23,6.83,12.13,21,065
1026,167423,1.54,0.11,4.22,14.53,21,067
1027,6061,3.53,0.15,10.77,15.57,21,069
1028,10603,0.45,4.51,6.38,18.22,21,071
1029,24531,2.71,0.0,6.1,9.53,21,073
1030,2005,5.19,0.4,4.44,12.22,21,075
1031,3863,1.35,0.31,8.57,7.69,21,077
1032,7412,3.6,0.34,11.12,16.14,21,079
1033,10773,0.58,0.36,7.35,8.03,21,081
1034,15681,3.62,0.43,5.54,14.76,21,083
1035,10697,3.37,0.46,11.08,13.66,21,085
1036,4446,3.28,0.72,6.91,16.22,21,087
1037,14322,0.82,0.17,6.77,21.56,21,089
1038,3713,1.0,1.24,3.66,10.99,21,091
1039,47906,1.01,0.15,5.18,14.24,21,093
1040,7174,0.99,8.34,5.81,20.25,21,095
1041,8134,3.37,0.31,6.53,14.48,21,097
1042,7248,2.84,0.47,8.31,10.51,21,099
1043,20338,1.4,0.96,7.61,15.45,21,101
1044,7291,3.33,0.56,7.27,17.62,21,103
1045,1598,9.2,0.0,7.7,19.09,21,105
1046,18846,1.15,6.01,5.18,18.61,21,107
1047,4226,0.71,0.9,11.86,11.17,21,109
1048,382608,0.3,0.06,5.0,14.79,21,111
1049,24409,1.3,0.21,8.69,15.2,21,113
1050,6782,0.58,4.78,5.49,17.55,21,115
1051,85375,0.3,0.26,5.2,13.75,21,117
1052,4601,0.93,5.85,5.82,21.43,21,119
1053,9838,0.94,0.59,4.45,16.5,21,121
1054,6387,1.94,0.0,6.25,10.27,21,123
1055,23932,0.75,0.89,5.27,15.19,21,125
1056,4685,0.47,2.11,4.35,15.03,21,127
1057,2002,0.95,0.25,9.84,16.68,21,129
1058,3000,1.37,12.13,4.1,19.17,21,131
1059,7050,0.18,5.77,5.8,23.63,21,133
1060,4330,0.9,1.18,13.35,16.84,21,135
1061,10037,2.44,0.03,7.61,15.96,21,137
1062,3888,2.7,3.6,7.84,14.33,21,139
1063,11162,5.91,0.55,6.9,13.22,21,141
1064,2877,2.68,0.35,4.17,9.59,21,143
1065,28954,0.68,0.65,6.21,18.13,21,145
1066,4797,0.92,0.35,8.48,16.84,21,147
1067,3729,5.12,4.53,9.81,15.29,21,149
1068,42683,0.87,0.11,5.35,14.05,21,151
1069,3372,1.01,2.02,12.04,20.14,21,153
1070,7700,2.7,0.51,5.35,11.16,21,155
1071,13466,2.54,0.49,8.79,14.17,21,157
1072,3276,0.21,8.64,6.96,10.26,21,159
1073,7255,5.13,2.84,7.86,16.07,21,161
1074,12001,0.66,0.79,10.67,12.02,21,163
1075,2425,3.26,1.07,7.01,11.59,21,165
1076,9681,2.23,0.44,7.83,13.91,21,167
1077,3918,5.92,0.41,6.23,9.16,21,169
1078,4394,11.47,0.5,9.99,13.27,21,171
1079,11657,0.85,0.05,7.47,13.31,21,173
1080,3699,1.51,0.22,10.11,16.25,21,175
1081,11945,2.15,3.83,5.78,13.81,21,177
1082,21654,2.06,0.3,6.09,12.97,21,179
1083,2821,4.82,1.88,11.45,10.39,21,181
1084,9677,2.68,2.2,7.15,13.01,21,183
1085,31732,0.68,0.04,5.2,14.51,21,185
1086,4488,3.32,0.0,9.0,10.56,21,187
1087,1262,2.61,3.25,7.13,19.89,21,189
1088,6497,1.62,0.35,8.54,9.22,21,191
1089,8855,0.19,4.81,8.1,24.98,21,193
1090,20047,1.03,6.49,4.99,17.6,21,195
1091,4936,2.8,0.1,10.64,14.1,21,197
1092,25852,1.6,0.1,6.95,17.02,21,199
1093,821,9.5,0.0,11.33,6.21,21,201
1094,6124,1.8,0.72,8.87,15.97,21,203
1095,10155,2.35,0.15,5.76,17.61,21,205
1096,6759,0.68,0.28,8.09,15.59,21,207
1097,28293,1.87,0.29,4.64,11.18,21,209
1098,23414,2.75,0.11,6.53,12.81,21,211
1099,8082,3.06,0.07,5.62,9.42,21,213
1100,9737,0.91,0.11,9.24,14.71,21,215
1101,11199,1.82,0.0,5.06,12.48,21,217
1102,4702,9.38,0.02,6.61,9.93,21,219
1103,5685,2.39,0.33,6.72,14.85,21,221
1104,3814,1.23,0.29,4.75,12.09,21,223
1105,6064,4.86,7.68,6.1,15.29,21,225
1106,64595,0.83,0.14,5.46,13.04,21,227
1107,5775,3.08,0.07,8.02,14.18,21,229
1108,7377,4.04,1.07,3.88,12.65,21,231
